ID|DIGITALASSET_COLLECTIONNAME|ARTWORKORILLUSTRATION_ARTISTNATIONALITY|ARTWORKORILLUSTRATION_MATERIALSTECHNIQUES|DIGITALASSET_ASSETTYPE|self.mediaRef|self.mimeType|self.formattedFileSize|FILEINFORMATION_EXIF_MAKE|FILEINFORMATION_EXIF_MODEL|self.pixelDimensions|self.dimensionsInInches|self.dimensionsInCMs|MEDIA_COLOR_SPACE_NAME|SUBJECT_TITLE|SUBJECT_DESCRIPTION|SUBJECT_DIGITALASSETSUBJECT|BOOKORPUBLICATION_GRAPHICSTYPEFACE|PLANT_PLANTPART|PLANT_COMMONNAMES|ACCEPTEDPLANTNAME_FAMILY|ACCEPTEDPLANTNAME_GENUS|ACCEPTEDPLANTNAME_SPECIES|ACCEPTEDPLANTNAME_AUTHOR|self.pkStr|DISCOVERYASSISTANCE_KEYWORDS|DISCOVERYASSISTANCE_SEASON|STILLIMAGEINFORMATION_EXPOSURE|STILLIMAGEINFORMATION_ISOSPEEDRATING|DACREATIONDATA_CREATORNAME|SUBJECT_ADDITIONALINFO|STILLIMAGEADDITIONALINFORMATION_STILLIMAGETYPE|DACOPYRIGHTINFO_DACOPYRIGHTHOLDER|MEDIA_DATECREATED|PLANT_IPNIIDENTIFIER|DIGITALASSET_DAORIENTATION|ADMIN_APPROVALSTATUS|ARTWORKORILLUSTRATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|BOOKORPUBLICATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|ARTWORKORILLUSTRATION_ARTWORKTYPE|DACOPYRIGHTINFO_SPECIFICCOPYRIGHTAGREEMENT|DACREATIONDATA_SUBLOCATION|STILLIMAGEINFORMATION_F_NUMBER|PHYSICALDIGITISEDOBJECTNOTES_FREE|PLANTFUNGUSALGAE_NAME_VERIFIED|PLANTFUNGUSALGAE_OTHER_NAMES|PLANTFUNGUSALGAE_ORG_TYPE|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_SUBJECTCOUNTRY|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_COUNTSUBLOC|CONTENT_START_DAY|CONTENT_START_MONTH|CONTENT_START_YEAR|CONTENT_END_YEAR|WORKFLOW_ASSET_REPLICATION_STATE|ASSETGOVERNANCE_GROUPTAG|CREATORCOPYRIGHTPERMISSIONS_POC|self.filePath
17239|Art & Illustrations|||Still Image|Plate 17.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5888 x 7702 px|"9.81"" x 12.84"""|24.93cm x 32.61cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17239|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:14:31||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/03/16/_17239.tif
17247|Art & Illustrations|||Still Image|Plate 18.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5888 x 7694 px|"9.81"" x 12.82"""|24.93cm x 32.57cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17247|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:15:12||Portrait|Released, Approved|||Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/08/_17247.tif
17254|Art & Illustrations|||Still Image|Plate 19.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5904 x 7694 px|"9.84"" x 12.82"""|24.99cm x 32.57cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17254|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:16:01||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/08/_17254.tif
17262|Art & Illustrations|||Still Image|Plate 20.tif|image/tiff|130 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5912 x 7694 px|"9.85"" x 12.82"""|25.03cm x 32.57cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17262|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:16:51||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17262.tif
17271|Art & Illustrations|||Still Image|Plate 21.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5920 x 7670 px|"9.87"" x 12.78"""|25.06cm x 32.47cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17271|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:17:44||Portrait|Released, Approved|||Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17271.tif
17280|Art & Illustrations|||Still Image|Plate 22.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5896 x 7678 px|"9.83"" x 12.8"""|24.96cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17280|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:18:28||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17280.tif
17283|Art & Illustrations|||Still Image|Plate 23.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5920 x 7670 px|"9.87"" x 12.78"""|25.06cm x 32.47cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17283|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:19:22||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17283.tif
17294|Art & Illustrations|||Still Image|Plate 24.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5904 x 7670 px|"9.84"" x 12.78"""|24.99cm x 32.47cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17294|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:20:12||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17294.tif
17305|Art & Illustrations|||Still Image|Plate 25.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5904 x 7686 px|"9.84"" x 12.81"""|24.99cm x 32.54cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17305|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:20:59||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17305.tif
17314|Art & Illustrations|||Still Image|Plate 26.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5904 x 7686 px|"9.84"" x 12.81"""|24.99cm x 32.54cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17314|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:21:44||Portrait|Released, Approved|||Pen & Ink,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17314.tif
17324|Art & Illustrations|||Still Image|Plate 27.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5896 x 7678 px|"9.83"" x 12.8"""|24.96cm x 32.5cm|sRGB|Plate of individual mounted sketches.|Plate of individual mounted sketches.|Illustration or Artefact||||||||17324|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:22:37||Portrait|Released, Approved|||Drawing|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17324.tif
17328|Art & Illustrations|||Still Image|Plate 28.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5896 x 7702 px|"9.83"" x 12.84"""|24.96cm x 32.61cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17328|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:23:28||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17328.tif
17332|Art & Illustrations|||Still Image|Plate 29.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5904 x 7678 px|"9.84"" x 12.8"""|24.99cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17332|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:24:28||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/09/_17332.tif
17337|Art & Illustrations|||Still Image|Plate 30.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5896 x 7678 px|"9.83"" x 12.8"""|24.96cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17337|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:25:30||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17337.tif
17341|Art & Illustrations|||Still Image|Plate 31.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5888 x 7686 px|"9.81"" x 12.81"""|24.93cm x 32.54cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17341|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:26:13||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17341.tif
17346|Art & Illustrations|||Still Image|Plate 32.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5888 x 7678 px|"9.81"" x 12.8"""|24.93cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17346|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:26:55||Portrait|Released, Approved|||Pen & Ink,Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17346.tif
17352|Art & Illustrations|||Still Image|Plate 33.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5896 x 7670 px|"9.83"" x 12.78"""|24.96cm x 32.47cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17352|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:27:39||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17352.tif
17358|Art & Illustrations|||Still Image|Plate 34.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5904 x 7678 px|"9.84"" x 12.8"""|24.99cm x 32.5cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17358|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:28:20||Portrait|Released, Approved|||Pen & Ink,Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17358.tif
17366|Art & Illustrations|||Still Image|Plate 34-A crop.tif|image/tiff|216 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|25822 x 2927 px|"43.04"" x 4.88"""|109.31cm x 12.39cm|sRGB|Himalayan skyline.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17366|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of the Himalayan skyline, including Mount Pundim [Mount Pandim] and Mount Nursing.|Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:44:42||Landscape|Released, Approved|||Pen & Ink|false||undef|Yes||||India|Mount Pandim, Sikkim|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17366.tif
17371|Art & Illustrations|||Still Image|Plate 35.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5888 x 7686 px|"9.81"" x 12.81"""|24.93cm x 32.54cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17371|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:29:11||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17371.tif
17382|Art & Illustrations|||Still Image|Plate 36.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5888 x 7662 px|"9.81"" x 12.77"""|24.93cm x 32.44cm|sRGB|Plate of individual mounted sketches and etchings.|Plate of individual mounted sketches and etchings.|Illustration or Artefact||||||||17382|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 11:29:59||Portrait|Released, Approved|||Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17382.tif
17383|Art & Illustrations|||Still Image|Plate 37.tif|image/tiff|130 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5904 x 7718 px|"9.84"" x 12.86"""|24.99cm x 32.67cm|sRGB|Plate of individual mounted sketches and watercolours.|Plate of individual mounted sketches and watercolours.|Illustration or Artefact||||||||17383|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 12:16:39||Portrait|Released, Approved|||Pen & Ink,Drawing,Watercolour|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/10/_17383.tif
17390|Art & Illustrations|||Still Image|Plate 38.tif|image/tiff|129 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5864 x 7694 px|"9.77"" x 12.82"""|24.82cm x 32.57cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17390|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 12:18:52||Portrait|Released, Approved|||Drawing,Watercolour,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/11/_17390.tif
17395|Art & Illustrations|||Still Image|Plate 39.tif|image/tiff|128 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|5856 x 7694 px|"9.76"" x 12.82"""|24.79cm x 32.57cm|sRGB|Plate of individual mounted sketches, watercolours and etchings.|Plate of individual mounted sketches, watercolours and etchings.|Illustration or Artefact||||||||17395|Watercolour World||0.1666666667|80|Helen Hewitt||Digitisation (imaged ) object|Yes © RBG Kew|2018-03-29 12:20:17||Portrait|Released, Approved|||Pen & Ink,Drawing,Etching|||undef|Yes||||||||1848|1854|orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/04/11/_17395.tif
17399|Art & Illustrations|||Still Image|Plate 4.1.tif|image/tiff|55 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3812 x 5092 px|"6.35"" x 8.49"""|16.14cm x 21.56cm|sRGB|H.M.S. St. V. Sidon. Gibraltar, Nov. 1847|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17399|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of ship H.M.S. St. V. Sidon, in Gibraltar. November 1847.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 13:25:53||Landscape|Released, Approved|||Drawing|||undef|Yes||||Gibraltar|||11|1847||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/12/_17399.tif
17400|Art & Illustrations|||Still Image|Plate 4.2.tif|image/tiff|21 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2308 x 3245 px|"3.85"" x 5.41"""|9.77cm x 13.74cm|sRGB|Limestone cliffs, Gibraltar|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17400|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Limestone cliffs in Gibraltar.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 13:27:30||Landscape|Released, Approved|||Drawing|||undef|Yes||||Gibraltar||||1847||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/12/_17400.tif
17401|Art & Illustrations|||Still Image|Plate 4.3.tif|image/tiff|20 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2320 x 3124 px|"3.87"" x 5.21"""|9.82cm x 13.22cm|sRGB|Gibraltar Rock|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17401|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Gibraltar Rock.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 13:27:30||Landscape|Released, Approved|||Drawing|||undef|Yes||||Gibraltar||||1847||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/12/_17401.tif
17402|Art & Illustrations|||Still Image|Plate 4.4.tif|image/tiff|19 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2144 x 3229 px|"3.57"" x 5.38"""|9.08cm x 13.67cm|sRGB|New Mole, Gibraltar and Apes' Hill (Africa)|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17402|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of New Mole, Gibraltar and Apes' Hill (Africa).|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 13:27:30||Landscape|Released, Approved|||Drawing|||undef|Yes||||Gibraltar|South Mole, Gibraltar Harbour|||1847||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/12/_17402.tif
17403|Art & Illustrations|||Still Image|Plate 4.5.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2048 x 2952 px|"3.41"" x 4.92"""|8.67cm x 12.5cm|sRGB|Gibraltar|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17403|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Gibraltar.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 13:27:30||Landscape|Released, Approved|||Drawing|||undef|Yes||||Gibraltar||||1847||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/12/_17403.tif
17404|Art & Illustrations|||Still Image|Plate 5.1.tif|image/tiff|16 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1984 x 2865 px|"3.31"" x 4.78"""|8.4cm x 12.13cm|sRGB|Gibraltar|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17404|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Gibraltar.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 13:29:13||Landscape|Released, Approved|||Drawing|||undef|Yes||||Gibraltar||||1847||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/09/12/_17404.tif
