ID|DIGITALASSET_COLLECTIONNAME|ARTWORKORILLUSTRATION_ARTISTNATIONALITY|ARTWORKORILLUSTRATION_MATERIALSTECHNIQUES|DIGITALASSET_ASSETTYPE|self.mediaRef|self.mimeType|self.formattedFileSize|FILEINFORMATION_EXIF_MAKE|FILEINFORMATION_EXIF_MODEL|self.pixelDimensions|self.dimensionsInInches|self.dimensionsInCMs|MEDIA_COLOR_SPACE_NAME|SUBJECT_TITLE|SUBJECT_DESCRIPTION|SUBJECT_DIGITALASSETSUBJECT|BOOKORPUBLICATION_GRAPHICSTYPEFACE|PLANT_PLANTPART|PLANT_COMMONNAMES|ACCEPTEDPLANTNAME_FAMILY|ACCEPTEDPLANTNAME_GENUS|ACCEPTEDPLANTNAME_SPECIES|ACCEPTEDPLANTNAME_AUTHOR|self.pkStr|DISCOVERYASSISTANCE_KEYWORDS|DISCOVERYASSISTANCE_SEASON|STILLIMAGEINFORMATION_EXPOSURE|STILLIMAGEINFORMATION_ISOSPEEDRATING|DACREATIONDATA_CREATORNAME|SUBJECT_ADDITIONALINFO|STILLIMAGEADDITIONALINFORMATION_STILLIMAGETYPE|DACOPYRIGHTINFO_DACOPYRIGHTHOLDER|MEDIA_DATECREATED|PLANT_IPNIIDENTIFIER|DIGITALASSET_DAORIENTATION|ADMIN_APPROVALSTATUS|ARTWORKORILLUSTRATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|BOOKORPUBLICATION_MARKSINSCRIPTIONSORHANDWRITTENNOTES|ARTWORKORILLUSTRATION_ARTWORKTYPE|DACOPYRIGHTINFO_SPECIFICCOPYRIGHTAGREEMENT|DACREATIONDATA_SUBLOCATION|STILLIMAGEINFORMATION_F_NUMBER|PHYSICALDIGITISEDOBJECTNOTES_FREE|PLANTFUNGUSALGAE_NAME_VERIFIED|PLANTFUNGUSALGAE_OTHER_NAMES|PLANTFUNGUSALGAE_ORG_TYPE|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_SUBJECTCOUNTRY|SUBJECTLOCATIONSUBJECTORIGINLOCATIONSHOWN_COUNTSUBLOC|CONTENT_START_DAY|CONTENT_START_MONTH|CONTENT_START_YEAR|CONTENT_END_YEAR|WORKFLOW_ASSET_REPLICATION_STATE|ASSETGOVERNANCE_GROUPTAG|CREATORCOPYRIGHTPERMISSIONS_POC|self.filePath
17992|Art & Illustrations|||Still Image|Plate 101.1.tif|image/tiff|42 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3196 x 4645 px|"5.33"" x 7.74"""|13.53cm x 19.66cm|sRGB|River view at Silchar.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17992|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a river view at Silchar [writing mostly illegible].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:14:04||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Silchar, Assam|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17992.tif
17993|Art & Illustrations|||Still Image|Plate 101.2.tif|image/tiff|41 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3144 x 4664 px|"5.24"" x 7.77"""|13.31cm x 19.74cm|sRGB|From Nunklow. Hills of Assam, Bunanpoot. Himal and snow. |Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17993|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of view from Nunklow. Hills of Assam, Bunanpoot [Brahmaputra]. Himal[Himalaya] and snow. Oct 21/50. The Bhotan Himalaya, Assam Valley, and Burrampooter River, from Nunklow, looking north|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:14:47||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Brahmaputra Valley|21|10|1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17993.tif
17996|Art & Illustrations|||Still Image|Plate 102.3.tif|image/tiff|17 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2080 x 2933 px|"3.47"" x 4.89"""|8.81cm x 12.42cm|sRGB|Stones at Nurtiung.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||17996|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of stones at Nurtiung.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:17:27||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Assam|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/24/15/_17996.tif
18010|Art & Illustrations|||Still Image|Plate 104.3.tif|image/tiff|8 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1965 x 1464 px|"3.28"" x 2.44"""|8.32cm x 6.2cm|sRGB|Phoenix tree for Toddy. Chittagung.|Pen and ink sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact||||ARECACEAE|Phoenix|sp.|L.|18010|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Phoenix tree for Toddy. Chittagung.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:21:11||Portrait|Released, Approved|||Pen & Ink|||undef|Yes|||Plant|Bangladesh|Chittagong|||1850||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/25/09/_18010.tif
18011|Art & Illustrations|||Still Image|Plate 104.4.tif|image/tiff|10 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2476 x 1417 px|"4.13"" x 2.36"""|10.48cm x 6cm|sRGB|Gurjon oil tree, Chittagong. Dipterocarpus turbinatus. 90 feet high.|Pen and ink sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Gurjon oil tree|DIPTEROCARPACEAE|Dipterocarpus|turbinatus|C.F.Gaertn.|18011|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Gurjon oil tree, Chittagong. Dipterocarpus turbinatus. 90 feet high.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:21:11||Portrait|Released, Approved|||Pen & Ink|||undef|Yes|||Plant|Bangladesh|Chittagong|6|1|1851||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/25/09/_18011.tif
18012|Art & Illustrations|||Still Image|Plate 104.5.tif|image/tiff|11 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1476 x 2604 px|"2.46"" x 4.34"""|6.25cm x 11.02cm|sRGB|Chittagong.|Pen and ink sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18012|Watercolour World||0.1666666667|80|Helen Hewitt|Pen and ink sketch of Chittagong.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:22:13||Landscape|Released, Approved|||Pen & Ink|||undef|Yes||||Bangladesh|Chittagong|||1851||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/25/09/_18012.tif
18013|Art & Illustrations|||Still Image|Plate 104.6.tif|image/tiff|41 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3128 x 4624 px|"5.21"" x 7.71"""|13.24cm x 19.57cm|sRGB|Seetakoond forest.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18013|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Seetakoond [Sitakund] forest.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-20 14:22:13||Landscape|Released, Approved|||Drawing|||undef|Yes||||Bangladesh|Sitakund|||1851||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/25/09/_18013.tif
18056|Art & Illustrations|||Still Image|Plate 123.1.tif|image/tiff|101 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4638 x 7665 px|"7.73"" x 12.77"""|19.63cm x 32.45cm|sRGB|Abies brunoniana.|Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Himalayan hemlock|PINACEAE|Tsuga|dumosa|Eichl.|18056|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Abies brunoniana. Tingunisella, Shork [?], Semondong, Bhot. [Bhutan]. Tsuga brunoniana. T. dumosa. May 31 1849.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-24 11:18:40||Portrait|Released, Approved|Well grown tree, 90ft. Trunk at 5ft, 18 girth. Lachen, 7-10000ft.||Drawing|||undef|Yes||Abies brunoniana (Wall.) Lindl.; Tsuga brunoniana (Wall.) Carrière|Plant|Bhutan|Lachen|31|5|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/25/13/_18056.tif
18057|Art & Illustrations|||Still Image|Plate 124.1.tif|image/tiff|105 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4802 x 7656 px|"8"" x 12.76"""|20.33cm x 32.41cm|sRGB|Picea morinda.|Pencil and watercolour sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Himalayan spruce; East Himalayan spruce|PINACEAE|Picea|smithiana|Boiss.|18057|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and watercolour sketch of Picea morinda. Abies khutrow (male). See. nom Bhot. Lachen. May 31 1849.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-24 11:20:14||Landscape|Released, Approved|Tree soft. 8-10000ft. P. spinulosa [illegible] ?. Yes. 0ft. Picea morinda, Link. - P. smithiana. P. morindoides, Rehd. - P. spinulosa.||Watercolour|||undef|Yes||Picea morinda Link; Abies khutrow (Royle ex Turra) Loudon; Picea morindoides Rehd.; Picea spinulosa (Griff.) Beissn.|Plant|Bhutan|Lachen|31|5|1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/25/13/_18057.tif
18058|Art & Illustrations|||Still Image|Plate 125.1.tif|image/tiff|105 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|4784 x 7714 px|"7.97"" x 12.86"""|20.25cm x 32.66cm|sRGB|Larch, Larix griffithii. |Pencil sketch by Joseph Dalton Hooker.|Organism,Illustration or Artefact|||Himalayan larch|PINACEAE|Larix|griffithii|Hook.f.|18058|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Larch, Larix griffithii. Sikkim, Himal [Himalaya]. |Digitisation (imaged ) object|Yes © RBG Kew|2018-04-24 11:21:34||Portrait|Released, Approved|Northern valley only 8-12000ft.||Drawing|false||undef|Yes|||Plant|India|Sikkim|||1849||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/04/25/13/_18058.tif
18290|Art & Illustrations|||Still Image|Plate 20.2.tif|image/tiff|8 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2240 x 1292 px|"3.73"" x 2.15"""|9.48cm x 5.47cm|sRGB|Equatorial. Benares Observatory.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18290|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of an equatorial at Benares Observatory.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:45:37||Portrait|Released, Approved|||Drawing|||undef|Yes||||India|Jantar Mantar, Varanasi|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/12/_18290.tif
18291|Art & Illustrations|||Still Image|Plate 20.3.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1732 x 3217 px|"2.89"" x 5.36"""|7.33cm x 13.62cm|sRGB|Fakir's Rock nr. Sultangunje.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18291|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Fakir's Rock near Sultangunje [Sultanganj].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:45:37||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sultanganj|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/12/_18291.tif
18292|Art & Illustrations|||Still Image|Plate 20.4.tif|image/tiff|18 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1964 x 3252 px|"3.27"" x 5.42"""|8.31cm x 13.77cm|sRGB|Monghyr, from the Ganges. April 1. 1848.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18292|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Monghyr [Munger], from the Ganges.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:45:37||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Munger|1|4|1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/12/_18292.tif
18293|Art & Illustrations|||Still Image|Plate 20.5.tif|image/tiff|18 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2120 x 3041 px|"3.53"" x 5.07"""|8.97cm x 12.87cm|sRGB|Sultangunje. Ap. 9. 1858|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18293|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of Sultangunje [Sultanganj].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-05 14:45:37||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Sultanganj|9|4|1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/12/_18293.tif
18297|Art & Illustrations|||Still Image|Plate 21.1.tif|image/tiff|27 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3360 x 2829 px|"5.6"" x 4.72"""|14.22cm x 11.98cm|sRGB|Lepcha girl. Boodhist Lama. |Pencil and watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18297|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and watercolour sketch of a Lepcha girl and a Boodhist [Buddhist] Lama. Copied from Miss. C. Colerila.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 13:54:19||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/13/_18297.tif
18298|Art & Illustrations|||Still Image|Plate 21.2.tif|image/tiff|28 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3352 x 2944 px|"5.59"" x 4.91"""|14.19cm x 12.46cm|sRGB|Mechi.|Pencil and watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18298|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and watercolour sketch of a Mechi man. Copied from Miss. C. Colerila.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 13:54:19||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/13/_18298.tif
18299|Art & Illustrations|||Still Image|Plate 21.3.tif|image/tiff|31 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3868 x 2828 px|"6.45"" x 4.71"""|16.37cm x 11.97cm|sRGB|Moormis.|Pencil and watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18299|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and watercolour sketch of a Moormis couple. Copied from Miss. C. Colerila.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 13:56:30||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/13/_18299.tif
18301|Art & Illustrations|||Still Image|Plate 22.1.tif|image/tiff|30 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3936 x 2669 px|"6.56"" x 4.45"""|16.66cm x 11.3cm|sRGB|Limboo. Gooroong.|Pencil and watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18301|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and watercolour sketch of Limboo and Gooroong.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:11:07||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/13/_18301.tif
18304|Art & Illustrations|||Still Image|Plate 22.4.tif|image/tiff|18 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3168 x 2080 px|"5.28"" x 3.47"""|13.41cm x 8.81cm|sRGB|Tibetan with praying cylinder.|Pencil and watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18304|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and watercolour sketch of a Tibetan with a praying cylinder [prayer wheel].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:12:28||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/13/_18304.tif
18308|Art & Illustrations|||Still Image|Plate 23.2.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2196 x 2436 px|"3.66"" x 4.06"""|9.3cm x 10.31cm|sRGB|Implements of Lama worship.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18308|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of implements of Lama worship.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:13:56||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18308.tif
18309|Art & Illustrations|||Still Image|Plate 23.3.tif|image/tiff|6 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1324 x 1705 px|"2.21"" x 2.84"""|5.6cm x 7.22cm|sRGB|Implements of Lama worship.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18309|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of implements of Lama worship.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:13:56||Landscape|Released, Approved|||Drawing|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18309.tif
18310|Art & Illustrations|||Still Image|Plate 23.4.tif|image/tiff|11 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2820 x 1477 px|"4.7"" x 2.46"""|11.94cm x 6.25cm|sRGB|Blue and gold decoration.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18310|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a blue and gold decoration.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:13:56||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18310.tif
18312|Art & Illustrations|||Still Image|Plate 23.6.tif|image/tiff|13 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2716 x 1733 px|"4.53"" x 2.89"""|11.5cm x 7.34cm|sRGB|Teapot.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18312|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a teapot.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:13:56||Portrait|Released, Approved|||Drawing|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18312.tif
18316|Art & Illustrations|||Still Image|Plate 23.10.tif|image/tiff|19 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2096 x 3276 px|"3.49"" x 5.46"""|8.87cm x 13.87cm|sRGB|Buddhist tubular implement.|Pencil and watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18316|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil and watercolour sketch of a Tibetan tubular implement.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:14:51||Landscape|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18316.tif
18320|Art & Illustrations|||Still Image|Plate 24.4.tif|image/tiff|7 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2276 x 1189 px|"3.79"" x 1.98"""|9.64cm x 5.03cm|sRGB|Bone trumpet and floorplan.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18320|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a bone trumpet and a floorplan.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:16:37||Portrait|Released, Approved|||Drawing|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18320.tif
18321|Art & Illustrations|||Still Image|Plate 24.5.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1784 x 3076 px|"2.97"" x 5.13"""|7.55cm x 13.02cm|sRGB|Buddhist bag.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18321|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Buddhist bag.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:16:37||Landscape|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18321.tif
18323|Art & Illustrations|||Still Image|Plate 24.7.tif|image/tiff|15 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1344 x 3912 px|"2.24"" x 6.52"""|5.69cm x 16.56cm|sRGB|Buddhist pipe.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18323|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Buddhist pipe.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:17:36||Landscape|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18323.tif
18325|Art & Illustrations|||Still Image|Plate 24.9.tif|image/tiff|1 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|632 x 796 px|"1.05"" x 1.33"""|2.68cm x 3.37cm|sRGB|Teapot. Book XI. Tumloong.|Pencil sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18325|Watercolour World||0.1666666667|80|Helen Hewitt|Pencil sketch of a teapot in Tumloong [Tumlong].|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:17:36||Landscape|Released, Approved|||Drawing|||undef|Yes||||India|Tumlong, Sikkim|||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18325.tif
18327|Art & Illustrations|||Still Image|Plate 25.1.tif|image/tiff|24 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2148 x 3940 px|"3.58"" x 6.57"""|9.09cm x 16.68cm|sRGB|Tibetan belt.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18327|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Tibetan belt.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:18:36||Landscape|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18327.tif
18330|Art & Illustrations|||Still Image|Plate 25.4.tif|image/tiff|18 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|2768 x 2340 px|"4.61"" x 3.9"""|11.72cm x 9.91cm|sRGB|Tibetan amulet.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18330|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Tibetan amulet.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:19:45||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18330.tif
18333|Art & Illustrations|||Still Image|Plate 25.7.tif|image/tiff|26 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|3016 x 3104 px|"5.03"" x 5.17"""|12.77cm x 13.14cm|sRGB|Tibetan amulet.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18333|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Tibetan amulet.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:21:23||Landscape|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18333.tif
18334|Art & Illustrations|||Still Image|Plate 25.8.tif|image/tiff|6 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1416 x 1501 px|"2.36"" x 2.5"""|5.99cm x 6.35cm|sRGB|Tibetan charm box.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18334|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Tibetan charm box.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:21:23||Landscape|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18334.tif
18335|Art & Illustrations|||Still Image|Plate 26.1.tif|image/tiff|7 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1800 x 1436 px|"3"" x 2.39"""|7.62cm x 6.08cm|sRGB|Buddhist statuette.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18335|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Buddhist statuette.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:22:35||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18335.tif
18336|Art & Illustrations|||Still Image|Plate 26.2.tif|image/tiff|6 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1708 x 1393 px|"2.85"" x 2.32"""|7.23cm x 5.9cm|sRGB|Buddhist statuette.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18336|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Buddhist statuette.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:22:35||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18336.tif
18338|Art & Illustrations|||Still Image|Plate 26.4.tif|image/tiff|7 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1696 x 1441 px|"2.83"" x 2.4"""|7.18cm x 6.1cm|sRGB|Buddhist statuette.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18338|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Buddhist statuette.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:22:35||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18338.tif
18339|Art & Illustrations|||Still Image|Plate 26.5.tif|image/tiff|2 MB|Leaf|Leaf Aptus-II 10(LI300388   )/Other|1040 x 881 px|"1.73"" x 1.47"""|4.4cm x 3.73cm|sRGB|Buddhist statuette.|Watercolour sketch by Joseph Dalton Hooker.|Illustration or Artefact||||||||18339|Watercolour World||0.1666666667|80|Helen Hewitt|Watercolour sketch of a Buddhist statuette.|Digitisation (imaged ) object|Yes © RBG Kew|2018-04-10 14:23:59||Portrait|Released, Approved|||Watercolour|||undef|Yes||||Nepal||||1848||orange|Watercolour world|Hooker, Joseph Dalton ( 1817-1911)|2018/05/10/14/_18339.tif
